AVG,OBP,SLG,OPS,HR,RBI,SB,BB,SO,H,player,team,PA,target_year,age,data_years
0.236,0.294,0.358,0.633,4.1,14.4,1.5,11.3,43.8,36.2,山本　大斗,ロッテ,182,2026,23,3
0.246,0.303,0.349,0.65,0.1,0.4,0.1,0.4,1.1,1.1,梅林　優貴,日本ハム,5,2026,28,3
0.259,0.322,0.367,0.673,0.1,0.5,0.1,0.4,1.1,1.3,菊田　拡和,巨人,6,2026,24,1
0.236,0.283,0.327,0.619,0.8,4.8,0.7,3.7,10.8,14.3,松本　直樹,ヤクルト,64,2026,32,3
0.244,0.304,0.352,0.658,0.1,0.5,0.1,0.4,1.2,1.3,和田　恋,楽天,6,2026,30,1
0.262,0.322,0.37,0.677,0.1,0.4,0.1,0.4,1.0,1.1,平野　大和,オリックス,5,2026,24,1
0.248,0.307,0.359,0.669,0.1,0.4,0.1,0.4,1.0,1.1,奥村　展征,ヤクルト,5,2026,30,1
0.245,0.298,0.343,0.629,0.2,1.2,0.2,0.9,3.0,3.1,杉澤　龍,オリックス,15,2026,25,3
0.263,0.324,0.366,0.668,0.4,2.0,0.3,1.7,5.1,5.2,有薗　直輝,日本ハム,24,2026,22,2
0.254,0.315,0.362,0.668,0.1,0.3,0.1,0.3,0.8,0.9,西巻　賢二,DeNA,4,2026,26,1
0.254,0.312,0.358,0.664,0.1,0.6,0.1,0.5,1.4,1.6,榮枝　裕貴,阪神,7,2026,27,2
0.234,0.298,0.341,0.639,0.2,1.1,0.6,0.9,2.6,2.6,植田　海,阪神,12,2026,29,3
0.237,0.295,0.335,0.624,0.2,0.9,0.4,0.8,2.3,2.4,樋口　正修,中日,12,2026,27,3
0.248,0.307,0.354,0.658,0.1,0.4,0.1,0.3,0.8,0.9,植田　将太,ロッテ,4,2026,28,2
0.253,0.316,0.349,0.662,1.4,7.3,0.9,6.6,16.1,18.4,堀内　謙伍,楽天,84,2026,28,3
0.226,0.273,0.312,0.582,1.5,12.6,0.9,8.2,37.0,31.1,海野　隆司,ソフトバンク,158,2026,28,3
0.271,0.331,0.379,0.686,0.0,0.2,0.0,0.1,0.4,0.4,山浅　龍之介,中日,2,2026,21,1
0.248,0.316,0.338,0.645,1.2,7.1,2.4,8.3,17.1,21.2,大里　昂生,オリックス,101,2026,26,3
0.231,0.292,0.333,0.616,0.6,3.1,0.4,2.6,8.6,7.8,福永　奨,オリックス,39,2026,26,3
0.22,0.28,0.328,0.635,0.0,0.2,0.0,0.1,0.4,0.4,荒木　貴裕,ヤクルト,2,2026,38,1
0.225,0.286,0.336,0.646,0.0,0.2,0.0,0.1,0.4,0.4,木村　文紀,日本ハム,2,2026,37,1
0.25,0.31,0.358,0.665,0.0,0.2,0.0,0.1,0.4,0.4,渡邉　大樹,オリックス,2,2026,28,1
0.247,0.31,0.355,0.665,0.0,0.2,0.0,0.1,0.4,0.4,正隨　優弥,楽天,2,2026,29,1
0.238,0.293,0.337,0.622,0.2,0.8,0.7,0.7,2.2,2.1,髙松　渡,西武,10,2026,26,3
0.265,0.326,0.374,0.682,0.0,0.1,0.0,0.1,0.2,0.2,川原田　純平,ソフトバンク,1,2026,23,1
0.217,0.278,0.326,0.634,0.0,0.1,0.0,0.1,0.2,0.2,大野　奨太,中日,1,2026,39,1
0.264,0.322,0.368,0.667,0.1,0.6,0.1,0.5,1.4,1.6,西村　瑠伊斗,ヤクルト,7,2026,21,2
0.247,0.298,0.374,0.66,1.2,4.7,0.5,3.3,10.3,12.0,吉田　賢吾,日本ハム,56,2026,25,3
0.271,0.336,0.49,0.828,24.2,70.0,1.5,40.5,106.0,113.2,レイエス,日本ハム,459,2026,30,2
0.284,0.335,0.442,0.765,9.3,36.9,5.1,20.7,73.7,83.7,水谷　瞬,日本ハム,335,2026,25,2
0.262,0.315,0.333,0.636,2.7,24.2,7.9,23.2,47.3,78.5,田中　幹也,中日,355,2026,25,2
0.282,0.325,0.379,0.7,2.8,29.1,12.6,18.6,51.4,87.0,髙部　瑛斗,ロッテ,341,2026,28,2
0.265,0.324,0.367,0.673,4.8,24.6,2.0,19.4,43.9,64.4,度会　隆輝,DeNA,288,2026,23,2
0.252,0.318,0.372,0.689,4.2,17.6,1.2,15.8,42.0,46.0,ヘルナンデス,阪神,202,2026,29,2
0.281,0.345,0.374,0.71,4.6,27.8,3.5,32.8,51.8,97.5,泉口　友汰,巨人,401,2026,26,2
0.236,0.279,0.318,0.606,3.4,19.2,2.8,14.9,50.6,63.9,山本　泰寛,中日,286,2026,32,2
0.214,0.279,0.316,0.589,1.7,8.0,0.8,7.2,22.8,17.9,石原　彪,楽天,98,2026,27,2
0.212,0.294,0.431,0.74,10.3,28.2,1.2,21.7,49.9,43.7,筒香　嘉智,DeNA,217,2026,34,2
0.256,0.308,0.369,0.677,2.2,13.8,1.9,9.9,26.8,37.3,モンテス,巨人,159,2026,29,1
0.253,0.306,0.327,0.625,1.3,10.7,1.9,10.4,34.5,34.7,佐々木　俊輔,巨人,159,2026,26,2
0.26,0.321,0.37,0.682,0.9,5.9,1.1,4.7,15.4,15.1,川村　友斗,ソフトバンク,67,2026,26,2
0.258,0.314,0.325,0.636,1.9,14.8,9.7,17.5,41.2,64.7,岩田　幸宏,ヤクルト,285,2026,28,2
0.233,0.29,0.327,0.614,1.8,8.7,1.0,6.9,24.8,25.9,石原　貴規,広島,126,2026,28,2
0.271,0.309,0.365,0.659,4.4,23.6,10.4,14.2,54.2,78.7,中島　大輔,楽天,330,2026,24,2
0.217,0.281,0.323,0.621,2.1,10.4,1.3,9.0,25.6,26.3,アギラー,西武,124,2026,35,1
0.238,0.298,0.343,0.623,2.2,8.7,1.4,8.6,26.2,24.9,二俣　翔一,広島,126,2026,23,2
0.254,0.311,0.35,0.646,1.6,8.3,1.1,6.8,20.8,22.0,廣瀨　隆太,ソフトバンク,102,2026,24,2
0.219,0.292,0.338,0.648,2.1,7.8,1.4,8.5,19.2,21.5,ディカーソン,中日,102,2026,35,1
0.221,0.29,0.303,0.611,1.3,8.4,1.8,8.1,18.7,21.0,立岡　宗一郎,巨人,99,2026,35,1
0.241,0.298,0.332,0.621,1.1,6.3,1.4,5.2,15.0,17.7,奥村　光一,西武,84,2026,26,1
0.252,0.317,0.353,0.655,1.7,10.4,2.2,9.6,26.9,26.1,石上　泰輝,DeNA,123,2026,24,2
0.25,0.311,0.37,0.678,1.7,6.7,1.5,5.1,15.7,16.6,宇草　孔基,広島,75,2026,28,1
0.228,0.281,0.329,0.607,1.2,5.8,0.9,4.6,15.8,14.8,コルデロ,西武,73,2026,28,1
0.214,0.282,0.327,0.622,1.2,5.6,0.8,5.4,15.4,14.0,ガルシア,西武,69,2026,33,1
0.25,0.311,0.357,0.653,2.0,12.7,1.0,9.3,24.3,27.6,上田　希由翔,ロッテ,131,2026,24,2
0.227,0.28,0.323,0.608,0.9,4.5,0.9,3.9,14.0,13.3,スティーブンソン,日本ハム,63,2026,31,1
0.237,0.296,0.327,0.618,0.8,5.8,2.9,5.0,12.6,14.9,緒方　理貢,ソフトバンク,71,2026,27,2
0.25,0.316,0.341,0.644,0.9,5.2,0.7,4.5,11.6,13.0,野口　恭佑,阪神,61,2026,25,1
0.211,0.271,0.296,0.583,0.6,3.1,0.5,3.2,9.7,9.1,ロドリゲス,中日,45,2026,34,2
0.242,0.3,0.362,0.653,0.8,3.8,0.5,2.5,7.2,8.1,井上　絢登,DeNA,39,2026,26,2
0.27,0.322,0.372,0.67,2.2,10.5,1.2,7.3,18.4,27.8,松尾　汐恩,DeNA,124,2026,21,2
0.256,0.324,0.357,0.666,0.8,4.8,0.5,3.2,10.8,11.0,石塚　綜一郎,ソフトバンク,51,2026,24,2
0.262,0.315,0.36,0.648,0.3,1.4,0.2,1.2,4.1,4.0,横山　聖哉,オリックス,19,2026,20,2
0.234,0.292,0.345,0.64,0.6,2.9,0.4,2.1,6.1,6.6,シャイナー,広島,31,2026,30,1
0.247,0.321,0.389,0.704,2.2,9.8,2.0,9.3,20.1,22.3,ダウンズ,ソフトバンク,105,2026,27,2
0.246,0.308,0.347,0.649,0.4,2.1,0.3,1.8,4.4,5.2,平良　竜哉,楽天,24,2026,27,1
0.23,0.299,0.336,0.632,0.3,1.3,0.3,1.2,3.2,3.3,中村　健人,広島,16,2026,28,2
0.225,0.289,0.321,0.622,0.6,2.9,0.4,3.0,7.4,8.1,フォード,DeNA,38,2026,33,2
0.262,0.322,0.367,0.665,0.3,1.7,0.3,1.4,4.3,4.5,内藤　鵬,オリックス,21,2026,21,1
0.261,0.308,0.36,0.651,0.8,4.2,1.0,2.4,9.1,9.9,笹川　吉康,ソフトバンク,44,2026,23,2
0.238,0.287,0.332,0.604,0.5,2.8,0.5,2.3,7.1,8.1,辻本　倫太郎,中日,40,2026,24,2
0.243,0.293,0.331,0.612,0.6,2.9,0.6,2.8,10.7,9.6,牧野　翔矢,西武,46,2026,25,2
0.246,0.301,0.345,0.643,0.6,3.3,0.5,2.9,8.7,9.3,豊田　寛,阪神,42,2026,28,2
0.245,0.305,0.35,0.644,0.2,1.2,0.3,1.1,3.4,3.3,久保　修,広島,16,2026,25,2
0.228,0.285,0.331,0.622,0.3,1.5,0.3,1.2,3.6,3.8,トーマス,オリックス,18,2026,31,1
0.209,0.271,0.311,0.618,0.3,1.5,0.3,1.3,3.6,4.0,ブランドン,西武,18,2026,41,1
0.246,0.309,0.343,0.638,0.3,1.3,0.2,1.2,3.2,3.4,佐藤　啓介,広島,16,2026,24,2
0.251,0.308,0.332,0.631,0.7,4.1,0.8,3.8,10.5,13.1,仲田　慶介,西武,60,2026,26,2
0.267,0.325,0.368,0.675,0.2,1.0,0.2,0.8,2.3,2.6,入江　大樹,楽天,12,2026,23,2
0.249,0.3,0.358,0.643,1.0,4.8,0.6,3.1,12.7,11.4,村田　怜音,西武,53,2026,24,2
0.246,0.303,0.348,0.639,0.1,0.7,0.4,0.6,1.6,1.7,尾田　剛樹,中日,8,2026,25,2
0.232,0.298,0.335,0.645,0.1,0.7,0.1,0.6,1.6,1.8,田中　貴也,楽天,8,2026,33,2
0.25,0.313,0.357,0.661,0.1,0.7,0.1,0.6,1.6,1.7,ウレーニャ,巨人,8,2026,26,1
0.259,0.323,0.361,0.666,0.1,0.7,0.1,0.7,1.8,2.0,元　謙太,オリックス,9,2026,23,2
0.252,0.311,0.357,0.659,0.1,0.4,0.1,0.3,0.9,1.0,湯浅　大,巨人,5,2026,26,2
0.279,0.328,0.367,0.668,3.3,19.4,1.3,13.2,41.8,58.1,寺地　隆成,ロッテ,250,2026,20,2
0.26,0.321,0.368,0.674,0.1,0.5,0.1,0.4,1.2,1.3,宮崎　一樹,日本ハム,6,2026,24,2
0.249,0.3,0.349,0.637,2.8,12.6,1.1,9.2,32.9,34.8,増田　陸,巨人,162,2026,25,2
0.225,0.288,0.332,0.638,0.1,0.5,0.1,0.4,1.1,1.3,レイノルズ,広島,6,2026,35,1
0.247,0.32,0.34,0.645,0.8,6.1,1.3,6.2,15.5,15.2,武藤　敦貴,楽天,74,2026,24,2
0.253,0.305,0.347,0.631,0.7,3.4,1.2,2.8,9.5,9.9,小森　航大郎,楽天,47,2026,22,2
0.28,0.339,0.385,0.697,0.1,0.5,0.1,0.4,1.0,1.2,鈴木　叶,ヤクルト,5,2026,20,2
0.275,0.335,0.382,0.69,0.1,0.3,0.1,0.3,0.8,0.9,仲田　侑仁,広島,4,2026,20,1
0.241,0.302,0.337,0.624,0.3,1.4,0.2,1.3,3.7,3.8,進藤　勇也,日本ハム,19,2026,24,2
0.257,0.318,0.365,0.671,0.1,0.3,0.0,0.2,0.6,0.7,辰見　鴻之介,楽天,3,2026,25,1
0.272,0.333,0.38,0.688,0.1,0.6,0.1,0.5,1.3,1.5,内田　湘大,広島,7,2026,21,2
0.263,0.322,0.371,0.678,0.1,0.4,0.1,0.3,0.8,0.9,東妻　純平,DeNA,4,2026,24,2
0.247,0.301,0.353,0.636,1.8,9.6,1.7,7.5,26.1,23.4,伊藤　琉偉,ヤクルト,114,2026,23,2
0.229,0.29,0.341,0.652,0.0,0.1,0.0,0.1,0.2,0.2,岡田　雅利,西武,1,2026,36,1
0.251,0.311,0.353,0.651,0.2,0.8,0.1,0.7,1.9,2.1,橋本　星哉,ヤクルト,10,2026,25,2
0.253,0.314,0.362,0.669,0.0,0.1,0.0,0.1,0.2,0.2,喜多　隆介,巨人,1,2026,27,1
0.271,0.316,0.409,0.722,14.9,60.3,3.9,27.7,91.0,142.6,ファビアン,広島,572,2026,28,1
0.271,0.338,0.424,0.759,17.7,58.8,3.9,43.9,86.7,136.8,ネビン,西武,570,2026,28,1
0.248,0.302,0.396,0.708,11.6,52.8,2.4,31.9,98.3,115.3,ボスラー,中日,493,2026,32,1
0.264,0.327,0.422,0.745,14.1,47.6,5.7,36.1,125.8,112.0,キャベッジ,巨人,476,2026,28,1
0.274,0.314,0.364,0.66,4.7,31.3,6.9,24.5,83.6,108.7,宗山　塁,楽天,460,2026,23,1
0.273,0.32,0.4,0.702,10.6,41.5,3.6,25.1,85.0,106.8,渡部　聖弥,西武,452,2026,23,1
0.287,0.333,0.391,0.705,4.7,37.4,2.9,21.7,84.5,110.6,西川　史礁,ロッテ,444,2026,23,1
0.258,0.31,0.384,0.688,8.2,38.3,2.2,25.1,83.6,91.8,モンテロ,広島,396,2026,27,1
0.258,0.331,0.414,0.763,9.2,31.9,1.9,23.7,55.7,67.6,ボイト,楽天,276,2026,35,1
0.246,0.301,0.338,0.627,3.8,22.0,1.9,16.6,57.3,55.8,石伊　雄太,中日,270,2026,25,1
0.259,0.297,0.358,0.636,3.3,14.3,3.0,8.3,35.8,43.6,山縣　秀,日本ハム,198,2026,23,1
0.276,0.32,0.347,0.649,1.8,11.6,2.4,9.8,29.9,44.9,佐々木　泰,広島,187,2026,23,1
0.259,0.333,0.355,0.67,2.5,11.0,3.0,14.1,32.9,33.8,髙寺　望夢,阪神,160,2026,23,1
0.259,0.33,0.358,0.669,2.0,11.9,6.0,13.0,32.8,32.9,麦谷　祐介,オリックス,153,2026,23,1
0.25,0.311,0.348,0.65,2.3,9.7,1.3,10.4,27.8,30.1,ディアス,オリックス,138,2026,26,1
0.223,0.301,0.331,0.642,2.5,10.4,1.2,12.1,24.4,27.0,デービス,西武,131,2026,32,1
0.219,0.292,0.352,0.647,3.1,9.5,1.2,9.5,25.7,23.8,チェイビス,中日,120,2026,30,1
0.243,0.302,0.327,0.617,1.3,7.4,1.4,6.4,23.9,22.8,宮崎　竜成,ロッテ,110,2026,25,1
0.248,0.319,0.355,0.665,1.6,6.6,0.9,6.1,15.5,17.1,山本　恵大,ソフトバンク,80,2026,26,1
0.276,0.341,0.378,0.7,1.1,4.4,0.7,4.9,11.8,14.1,荒巻　悠,巨人,61,2026,23,1
0.258,0.318,0.353,0.652,0.8,4.9,0.7,4.1,10.4,12.9,浦田　俊輔,巨人,60,2026,23,1
0.273,0.327,0.385,0.691,1.2,4.5,0.7,3.8,12.1,13.5,中川　勇斗,阪神,59,2026,22,1
0.257,0.312,0.356,0.647,0.8,5.6,0.7,3.7,10.4,12.0,前川　誠太,広島,56,2026,22,1
0.246,0.302,0.342,0.626,0.8,4.1,0.6,3.5,11.1,10.9,土田　龍空,中日,53,2026,23,1
0.237,0.297,0.349,0.634,0.9,4.2,0.6,3.6,9.7,10.6,山中　稜真,オリックス,52,2026,25,1
0.255,0.322,0.353,0.663,0.7,4.5,0.8,3.9,10.9,11.1,渡邉　陸,ソフトバンク,51,2026,25,1
0.237,0.296,0.335,0.634,0.5,2.6,0.6,2.5,6.8,7.6,オリバレス,オリックス,35,2026,30,1
0.256,0.318,0.364,0.664,0.5,2.9,0.4,2.4,6.5,7.3,佐藤　太陽,西武,34,2026,23,1
0.256,0.319,0.356,0.654,0.4,1.7,0.3,1.6,4.4,4.7,笹原　操希,巨人,22,2026,22,1
0.274,0.336,0.382,0.688,0.4,1.7,0.3,1.5,4.5,4.8,森　駿太,中日,22,2026,19,1
0.265,0.325,0.379,0.685,0.3,1.6,0.3,1.3,3.5,4.0,庄子　雄大,ソフトバンク,18,2026,23,1
0.235,0.292,0.336,0.64,0.3,1.4,0.2,1.2,3.6,4.0,駿太,中日,18,2026,33,1
0.261,0.321,0.362,0.665,0.3,1.4,0.2,1.3,3.6,3.9,加藤　響,DeNA,18,2026,23,1
0.266,0.323,0.368,0.666,0.3,1.4,0.2,1.2,3.4,3.9,井坪　陽生,阪神,18,2026,21,1
0.262,0.333,0.364,0.673,0.3,1.3,0.2,1.3,3.1,3.4,古川　雄大,西武,16,2026,21,1
0.267,0.328,0.374,0.677,0.2,1.1,0.2,1.0,2.7,3.1,清水　叶人,広島,14,2026,21,1
0.281,0.339,0.392,0.701,0.2,1.2,0.2,0.9,2.5,3.0,田中　陽翔,ヤクルト,13,2026,19,1
0.268,0.326,0.371,0.676,0.2,1.2,0.2,0.9,2.4,2.9,吉野　創士,楽天,13,2026,22,1
0.254,0.312,0.366,0.672,0.2,1.0,0.2,0.8,2.3,2.7,九鬼　隆平,DeNA,12,2026,27,1
0.26,0.318,0.364,0.658,0.2,1.0,0.2,0.8,2.5,2.5,三塚　琉生,巨人,12,2026,21,1
0.263,0.324,0.38,0.685,0.2,1.1,0.2,0.9,2.3,2.6,アセベド,ロッテ,12,2026,23,1
0.27,0.332,0.374,0.676,0.2,1.0,0.2,0.9,2.3,2.6,齋藤　大翔,西武,12,2026,19,1
0.25,0.308,0.354,0.653,0.2,0.9,0.2,0.8,2.2,2.4,モンテル,西武,11,2026,26,1
0.265,0.322,0.378,0.683,0.2,1.0,0.1,0.7,2.0,2.2,仲三河　優太,西武,10,2026,23,1
0.273,0.332,0.378,0.68,0.2,0.7,0.1,0.6,1.8,2.0,石塚　裕惺,巨人,9,2026,19,1
0.263,0.322,0.368,0.678,0.2,0.7,0.1,0.6,1.7,2.0,勝又　温史,DeNA,9,2026,25,1
0.262,0.321,0.367,0.67,0.1,0.7,0.1,0.6,1.5,1.8,渡邉　悠斗,広島,8,2026,23,1
0.248,0.307,0.354,0.655,0.1,0.5,0.1,0.4,1.2,1.3,立松　由宇,ロッテ,6,2026,27,1
0.238,0.298,0.349,0.655,0.1,0.4,0.1,0.4,0.9,1.1,乙坂　智,巨人,5,2026,32,1
0.249,0.308,0.356,0.658,0.1,0.4,0.1,0.4,1.0,1.1,フルプ,巨人,5,2026,27,1
0.26,0.32,0.367,0.675,0.1,0.4,0.1,0.3,0.8,0.9,濱　将乃介,中日,4,2026,25,1
0.263,0.323,0.37,0.675,0.1,0.3,0.0,0.2,0.6,0.7,津田　啓史,中日,3,2026,23,1
0.276,0.336,0.384,0.693,0.1,0.3,0.0,0.2,0.6,0.7,堀　柊那,オリックス,3,2026,20,1
0.263,0.323,0.37,0.675,0.1,0.3,0.0,0.2,0.6,0.7,吉納　翼,楽天,3,2026,23,1
0.28,0.34,0.388,0.698,0.0,0.2,0.0,0.1,0.4,0.4,田内　真翔,DeNA,2,2026,19,1
0.274,0.334,0.382,0.692,0.0,0.2,0.0,0.1,0.4,0.4,陽　柏翔,楽天,2,2026,21,1
0.268,0.328,0.376,0.684,0.0,0.1,0.0,0.1,0.2,0.2,阪口　樂,日本ハム,1,2026,22,1
